claim_number,age_of_driver,gender,marital_status,safety_rating,annual_income,high_education,address_change,property_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present,liab_prct,channel,police_report,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,total_claim,injury_claim,policy_deductible,annual_premium,days_open,form_defects,fraud_reported
25546752,62,M,1,26,66017.6,1,0,Rent,15050,2024-02-26,Monday,Local,0,0,94,Phone,0,9.0,Medium,17859.09,red,23060.41,2216.744827,1000,1226.78,11,4,0
25650432,48,F,1,63,61964.8,0,0,Rent,50039,2023-10-11,Wednesday,Highway,0,0,19,Phone,1,1.0,Compact,26053.86,silver,10685.33,6342.291249,500,1280.9,9,6,0
25671168,45,M,1,64,60908.8,0,1,Own,20112,2023-06-22,Thursday,Parking Lot,0,0,21,Phone,1,6.0,Medium,34648.08,blue,10960.76,2790.18834,2000,1472.77,8,6,0
25837056,46,F,1,76,80833.6,0,1,Rent,50054,2024-02-12,Monday,Parking Lot,0,0,73,Phone,1,5.0,Large,6906.53,black,12745.16,4296.61233,500,1532.8,10,6,0
25982208,36,F,0,75,57344.0,0,1,Own,85025,2024-05-25,Saturday,Parking Lot,3,0,41,Phone,1,7.0,Medium,20008.35,red,51446.02,5196.603611,500,862.92,9,4,0
26023680,32,M,1,88,55444.8,1,1,Own,20129,2024-12-14,Saturday,Local,1,0,50,Phone,1,4.0,Compact,14979.0,gray,29557.62,2331.79155,2000,1486.04,8,4,1
26085888,38,F,1,35,58203.2,1,0,Own,15021,2023-11-10,Friday,Local,0,0,100,Phone,0,8.0,Large,37420.29,blue,61057.14,4713.893503,1000,870.55,9,7,0
26106624,56,F,1,93,64376.0,1,0,Rent,15050,2024-02-12,Monday,Parking Lot,0,0,82,Phone,1,6.0,Compact,10114.42,other,16729.98,2977.158065,2000,1344.56,9,5,0
27039744,46,M,1,86,61225.6,1,1,Own,80030,2024-11-02,Saturday,Local,0,1,30,Phone,1,6.0,Large,15857.01,other,29210.72,4116.446388,1000,1168.8,10,1,0
27060480,36,M,1,54,80833.6,1,1,Own,20105,2023-12-24,*,Local,0,0,80,Phone,1,5.0,Large,18925.21,white,17865.01,3173.067568,1000,1164.97,10,4,0
27392256,52,M,0,61,63224.0,1,1,Own,20153,2024-09-08,Sunday,Local,0,0,64,Phone,0,3.0,Large,22776.37,black,22851.22,6593.308297,1000,796.35,11,7,0
27765504,31,F,1,76,80833.6,1,1,Own,85017,2024-08-31,Saturday,Local,0,0,49,Phone,1,7.0,Medium,12191.15,black,22113.16,4517.233987,500,1251.16,9,8,0
27827712,59,F,1,82,65220.8,1,1,Rent,85015,2023-06-14,Wednesday,Parking Lot,1,0,43,Phone,1,8.0,Compact,13261.1,white,29226.48,6364.884465,2000,1526.11,10,4,0
27869184,46,F,1,95,61268.8,0,0,Rent,85074,2024-01-09,Tuesday,Local,0,0,35,Phone,1,4.0,Compact,9260.14,white,18145.27,3826.75094,1000,1028.44,8,3,0
28346112,46,F,0,91,61267.2,0,1,Own,15021,2023-08-13,Sunday,Parking Lot,0,0,61,Phone,1,5.0,Large,33332.71,black,26812.85,4094.202447,2000,1009.37,8,4,0
28387584,36,M,0,65,57356.8,1,1,Rent,85032,2023-11-20,Monday,Parking Lot,0,0,47,Phone,1,6.0,Medium,23018.45,silver,15177.19,6699.86916,500,1093.07,9,2,0
28408320,47,M,1,59,61611.2,1,0,Own,85016,2023-01-23,Monday,Parking Lot,0,0,35,Phone,1,5.0,Large,9579.03,black,25656.91,6561.377569,1000,1325.44,9,4,0
28532736,47,F,1,79,61588.8,1,1,Own,15004,2023-02-21,Tuesday,Local,0,0,51,Phone,0,12.0,Large,26726.72,red,18068.68,4239.357993,2000,1017.18,8,1,0
29009664,49,M,1,82,21312.8,1,1,Own,20146,2023-04-06,Thursday,Highway,2,0,2,Phone,1,4.0,Large,29722.52,red,22321.94,4997.802377,1000,1526.61,10,4,1
29175552,49,M,1,84,62257.6,0,0,Own,80025,2024-01-07,Sunday,Local,0,0,79,Phone,0,5.0,Compact,27177.5,other,16348.97,5229.938915,1000,1496.44,9,5,0
29341440,32,F,1,94,55440.0,1,0,Own,50034,2024-05-25,Saturday,Local,0,1,9,Phone,0,4.0,Large,30813.36,red,36693.73,8958.410015,2000,1421.59,9,4,0
29424384,52,F,1,45,21312.8,1,1,Own,85017,2023-12-24,Sunday,Local,0,0,5,Phone,0,5.0,Compact,15801.49,red,28407.8,4231.124069,500,1433.24,10,3,1
29569536,34,M,1,61,99016.0,0,0,Own,50036,2023-02-20,Monday,Local,0,0,98,Phone,0,7.0,Medium,18982.0,silver,50188.24,7100.97818,500,1135.43,8,3,0
29776896,24,M,1,94,50865.6,1,0,Rent,50058,2024-07-28,Sunday,Local,1,1,100,Phone,1,3.0,Large,39000.17,other,47946.71,4209.201879,2000,1118.76,11,8,0
30295296,38,M,1,82,58196.8,0,0,Own,80035,2023-06-05,Monday,Highway,1,0,29,Phone,1,2.0,Large,35003.14,silver,16343.14,7118.643428,1000,1588.22,10,3,0
30606336,40,F,0,58,59036.8,1,1,Own,85029,2023-05-13,Saturday,Local,0,0,100,Phone,0,4.0,Medium,39747.38,gray,13804.73,4179.408074,500,1537.07,12,8,1
30751488,37,F,1,82,57763.2,1,1,Own,15009,2023-01-21,Saturday,Local,2,0,1,Phone,1,7.0,Compact,12924.18,black,28495.65,5895.060232,2000,1558.86,9,4,0
30792960,50,M,1,26,62596.8,1,1,Own,15012,2024-04-03,Wednesday,Parking Lot,0,0,44,Phone,1,5.0,Large,32062.99,blue,31728.65,9741.253857,1000,973.5,9,3,0
31186944,37,F,1,84,57785.6,1,1,Own,15001,2024-01-25,Thursday,Local,0,0,2,Phone,0,4.0,Medium,24625.41,red,43428.79,6812.278667,2000,1153.54,8,5,0
31290624,46,F,0,80,99016.0,1,0,Own,50008,2023-12-18,Monday,Local,0,0,50,Phone,0,5.0,Compact,20069.55,other,22344.62,3254.232783,1000,1677.26,9,5,0
31394304,46,F,1,74,61257.6,0,1,Own,50009,2024-02-20,Tuesday,Local,0,0,97,Phone,0,5.0,Medium,21949.74,black,11331.36,3349.885829,500,989.24,7,6,0
31435776,41,M,0,94,59398.4,1,0,Own,85013,2023-05-10,Wednesday,Parking Lot,3,*,25,Phone,1,10.0,Medium,19794.5,black,14192.79,2931.701027,500,1233.85,9,6,0
31539456,42,F,1,56,59806.4,1,1,Rent,50011,2024-07-05,Friday,Highway,0,0,93,Phone,1,6.0,Large,31065.71,silver,27896.69,10615.79245,1000,1435.09,9,1,0
31622400,36,M,0,83,57372.8,1,0,Rent,15001,2023-12-03,Sunday,Local,0,0,6,Phone,1,2.0,Large,5067.2,silver,28537.83,1759.307271,500,1726.91,10,1,0
31643136,36,F,1,88,57331.2,1,0,Own,85078,2023-03-31,Friday,Parking Lot,0,0,48,Phone,0,4.0,Medium,11514.59,silver,33159.27,5563.078156,500,1533.07,9,4,0
31912704,31,F,1,69,54969.6,1,1,Rent,85025,2024-05-19,Sunday,Highway,0,0,68,Phone,1,3.0,Medium,18450.21,silver,35193.23,4485.747876,1000,1358.03,9,3,1
31933440,36,M,1,51,87347.2,1,1,Own,15010,2023-09-17,Sunday,Local,0,0,51,Phone,0,4.0,Large,16041.39,blue,11406.55,4168.514175,1000,1008.79,10,4,0
32057856,49,M,1,71,92268.8,1,1,Rent,85020,2023-07-08,Saturday,Local,0,0,53,Phone,1,2.0,Compact,17161.6,white,19203.76,3160.49478,1000,1141.1,10,4,0
32120064,50,M,1,78,142587.2,1,1,Rent,15033,2024-11-14,Thursday,Highway,0,0,3,Phone,1,6.0,Compact,40803.47,black,25346.23,3316.314729,1000,1397.0,9,3,0
32140800,34,M,0,60,87347.2,1,1,Rent,15025,2024-04-07,Sunday,Highway,0,0,16,Phone,1,6.0,Large,21041.98,other,23428.43,4232.485332,1000,1664.66,8,5,0
32306688,54,F,1,43,63838.4,1,1,Own,50039,2023-10-30,Monday,Local,0,1,39,Phone,0,4.0,Large,20830.71,other,29391.37,8506.780232,500,1063.67,7,7,0
32451840,47,F,1,90,92268.8,1,1,Own,85077,2023-01-23,Monday,Local,0,0,12,Phone,0,4.0,Large,9946.42,blue,11089.27,5272.923584,500,1339.39,9,2,0
32804352,30,M,0,90,92268.8,1,1,Rent,80038,2023-11-19,Sunday,Highway,3,0,6,Phone,1,5.0,Medium,29511.37,silver,36654.7,3178.30613,1000,830.31,9,2,0
33322752,61,M,1,70,65771.2,1,1,Own,85018,2023-06-02,Friday,Local,1,0,72,Phone,0,2.0,Compact,7767.84,white,34691.73,4105.492242,1000,1230.76,9,3,1
33426432,46,M,1,64,87347.2,1,1,Rent,15009,2024-05-04,Saturday,Local,0,1,51,Phone,0,2.0,Medium,24089.74,silver,29585.4,5170.921934,500,1255.02,9,2,0
33675264,73,M,1,78,142587.2,0,1,Own,15031,2023-10-06,Friday,Parking Lot,0,1,5,Phone,0,4.0,Large,44784.43,white,19511.08,2532.794032,2000,836.11,9,7,0
34027776,53,M,1,61,63516.8,0,0,Own,15012,2024-08-09,Friday,Local,5,0,39,Phone,0,5.0,Large,13034.9,white,17700.98,3556.291353,2000,1124.69,9,5,0
34152192,40,F,0,89,59043.2,1,1,Rent,85038,2023-02-01,Wednesday,Highway,0,0,50,Phone,0,5.0,Medium,28153.44,red,11264.03,7783.530246,2000,1609.11,10,6,0
34214400,40,M,1,82,58995.2,1,0,Rent,85021,2023-04-26,Wednesday,Parking Lot,0,0,32,Phone,1,3.0,Compact,17763.14,gray,29813.74,4945.9018,500,1295.87,9,4,1
34255872,49,F,0,53,62260.8,1,0,Own,50005,2024-12-02,Monday,Local,2,0,20,Phone,1,1.0,Medium,9321.38,black,17379.23,4868.287479,500,1161.03,9,4,0
34297344,42,M,1,81,79776.0,1,1,Own,85051,2023-09-18,Monday,Highway,1,0,98,Phone,0,5.0,Compact,34693.07,red,12317.52,5686.488432,2000,1441.06,8,9,0
34338816,36,F,0,26,57323.2,1,0,Rent,20115,2024-06-06,Thursday,Parking Lot,0,1,74,Phone,1,9.0,Medium,16984.63,blue,21138.03,7024.657362,1000,1097.99,10,6,0
34608384,42,M,1,76,142587.2,1,0,Rent,15001,2023-03-13,Monday,Highway,0,1,99,Phone,1,2.0,Medium,9774.42,black,27165.74,6061.562318,500,1616.26,9,5,0
34753536,38,F,1,77,58201.6,0,1,Own,20104,2023-11-07,Tuesday,Parking Lot,0,0,1,Phone,0,5.0,Compact,52923.52,silver,25240.81,4707.653492,1000,968.46,10,7,1
34815744,25,F,1,86,51516.8,1,1,Rent,50001,2024-06-03,Monday,Local,0,1,33,Phone,0,4.0,Medium,45124.13,white,9613.91,6832.436966,1000,1537.33,11,5,0
34836480,44,F,1,81,60545.6,1,1,Rent,50009,2024-05-24,Friday,Highway,0,1,30,Phone,0,4.0,Compact,17602.38,black,15369.04,8496.042311,500,912.3,9,4,1
35147520,40,M,1,78,59040.0,1,1,Own,15034,2023-01-07,Saturday,Local,0,0,55,Phone,0,7.0,Medium,18863.48,red,8650.37,4776.143594,500,1312.22,9,6,1
35188992,42,F,1,88,92268.8,1,1,Rent,80025,2023-12-14,Thursday,Local,0,0,14,Phone,1,4.0,Medium,9434.92,red,28426.45,7503.636135,500,895.14,9,4,0
35417088,33,M,0,94,55936.0,0,1,Own,15025,2024-09-18,Wednesday,Highway,0,0,93,Phone,0,7.0,Medium,16269.83,black,42655.88,9448.279742,500,1064.49,9,4,1
35437824,56,F,0,62,64401.6,1,1,Rent,85077,2023-05-26,Friday,Parking Lot,0,0,89,Phone,1,4.0,Compact,44375.3,gray,34308.61,3726.866814,1000,959.83,8,3,1
35458560,33,M,0,68,87347.2,1,1,Own,20111,2023-06-13,Tuesday,Highway,0,0,50,Phone,0,4.0,Medium,6706.88,gray,37808.1,4615.492922,2000,1726.91,9,1,0
35728128,41,M,1,90,87347.2,1,1,Own,80110,2024-06-18,Tuesday,Local,3,0,99,Phone,1,9.0,Medium,14893.52,other,17051.11,5873.266623,2000,1223.39,9,4,0
35956224,42,F,1,74,92268.8,0,1,Own,85078,2023-10-24,Tuesday,Highway,0,1,50,Phone,1,3.0,Compact,13315.46,white,26496.49,5508.853205,2000,1539.06,9,3,0
36370944,48,M,1,55,61964.8,1,1,Own,85013,2023-03-14,Tuesday,Local,0,0,65,Phone,1,4.0,Large,11566.35,white,7898.04,6133.178891,2000,722.66,9,2,0
36619776,29,F,0,63,153869.71199999988,0,0,Rent,80003,2023-05-20,Saturday,Local,1,0,4,Phone,1,9.0,Large,19814.96,blue,14094.95,4908.570052,500,1216.24,10,2,0
36681984,31,M,1,79,153869.71199999988,0,0,Rent,50005,2023-11-13,Monday,Parking Lot,0,0,95,Phone,0,5.0,Medium,25443.74,black,31095.11,6571.015129,500,1484.72,8,4,0
37179648,58,M,1,80,64984.0,1,1,Own,80103,2023-11-07,Tuesday,Parking Lot,1,0,30,Phone,1,7.0,Large,51687.09,white,35989.89,3099.728455,2000,1434.27,9,4,0
37304064,43,F,1,87,60180.8,1,0,Rent,15015,2023-05-12,Friday,Parking Lot,0,0,63,Phone,1,5.0,Compact,28917.09,black,59457.88,10380.47961,2000,1218.56,8,1,1
37490688,49,M,0,83,62268.8,1,1,Own,50052,2023-06-10,Saturday,Parking Lot,1,0,92,Phone,1,2.0,Large,16655.29,red,47553.18,8747.823817,500,1351.72,9,1,0
37511424,45,M,0,79,60889.6,1,1,Own,80010,2024-01-21,Sunday,Highway,2,0,71,Phone,1,7.0,Compact,15568.33,blue,27517.37,4142.181073,1000,817.28,10,5,1
37573632,48,M,1,49,61945.6,0,1,Own,85063,2024-10-27,Sunday,Parking Lot,0,0,4,Phone,1,6.0,Large,19673.47,other,44161.82,6047.622948,1000,1294.04,8,5,0
37656576,53,F,1,75,63518.4,1,1,Rent,20147,2024-09-24,Tuesday,Local,0,1,77,Phone,0,1.0,Medium,41380.92,silver,35597.06,10138.2828,2000,998.19,8,2,1
37801728,51,F,1,83,62896.0,0,0,Rent,20120,2023-05-17,Wednesday,Parking Lot,0,0,38,Phone,1,6.0,Large,41347.04,silver,28306.56,1307.057297,2000,1681.01,9,4,0
38009088,36,F,1,97,57350.4,1,0,Own,20122,2023-01-27,Friday,Parking Lot,1,0,97,Phone,1,6.0,Medium,36260.59,gray,36445.88,5504.366835,500,1330.39,8,4,0
38029824,36,F,1,71,153869.71199999988,1,1,Own,15050,2024-12-27,Friday,Local,0,1,1,Phone,0,5.0,Large,43842.46,blue,21130.87,4945.670379,500,1122.95,9,4,0
38195712,42,F,0,82,153869.71199999988,0,1,Own,80025,2023-12-12,Tuesday,Local,0,0,80,Phone,1,4.0,Compact,15049.24,gray,26792.08,4171.089322,1000,935.77,8,7,0
38278656,56,M,1,79,153315.2,1,0,Own,85067,2023-09-24,Sunday,Highway,0,1,24,Phone,0,3.0,Medium,17465.58,red,5878.6,2725.738036,2000,1192.04,10,6,0
38444544,57,M,1,61,64678.4,1,0,Rent,50002,2023-06-30,Friday,Local,0,1,4,Phone,0,5.0,Compact,7752.61,blue,61057.14,3050.546779,2000,838.02,10,4,0
38527488,38,F,0,82,58185.6,1,1,Rent,50054,2024-12-24,Tuesday,Local,0,0,50,Phone,1,7.0,Large,14281.48,blue,22369.17,9021.59364,500,1173.21,7,2,1
38589696,45,F,0,71,60912.0,0,1,Own,80003,2023-12-28,Thursday,Parking Lot,2,0,6,Phone,0,9.0,Medium,13303.67,black,45661.47,4900.942725,1000,1129.23,9,5,1
38693376,45,M,0,58,153869.71199999988,1,1,Own,15055,2023-03-12,Sunday,Local,0,0,98,Phone,1,2.0,Large,21460.91,white,39325.82,6894.663993,2000,1509.04,11,2,0
38755584,25,M,1,50,153315.2,0,1,Rent,80046,2023-01-23,Monday,Parking Lot,0,0,64,Phone,1,10.0,Medium,18367.33,red,26908.7,2965.778464,1000,1267.4,8,4,0
38900736,51,M,1,52,82908.8,1,0,Own,80045,2023-07-10,Monday,Highway,3,1,100,Phone,1,1.0,Compact,16898.79,silver,58195.16,2802.855781,500,1698.51,7,3,0
39398400,64,M,1,71,66568.0,1,1,Rent,85001,2024-03-07,Thursday,Local,3,0,43,Phone,1,3.0,Compact,15956.2,white,22613.94,1212.259009,500,1726.91,9,1,0
39730176,36,M,1,36,153869.71199999988,0,1,Own,85077,2023-12-25,Monday,Parking Lot,0,1,33,Phone,0,3.0,Medium,19882.87,red,24420.46,3973.229788,500,1427.46,8,5,0
40041216,51,F,0,73,52902.4,1,1,Own,15019,2023-04-17,Monday,Local,0,0,100,Phone,1,4.0,Large,18554.87,blue,14039.42,8617.509941,1000,995.55,11,2,1
40207104,53,F,1,65,23547.2,0,1,Rent,20107,2023-11-05,Sunday,Parking Lot,0,0,100,Phone,1,1.0,Medium,31949.19,gray,17480.19,949.9655652,500,722.66,9,3,1
40497408,25,M,1,57,51492.8,1,0,Rent,20160,2023-09-10,Sunday,Local,1,0,97,Phone,1,4.0,Large,25138.01,red,56358.56,2594.437225,500,1358.2,9,4,0
40538880,36,M,1,75,57334.4,1,1,Own,85008,2023-06-24,Saturday,Local,1,0,61,Phone,1,7.0,Compact,8398.1,white,21518.38,5672.91964,1000,1232.79,8,7,0
40642560,40,M,1,59,59041.6,1,1,Rent,85012,2023-04-01,Saturday,Local,0,1,50,Phone,1,5.0,Large,24243.46,black,32217.26,5980.200345,500,1264.99,9,3,0
40953600,41,F,1,64,59419.2,1,1,Own,50032,2024-03-19,Tuesday,Highway,0,0,100,Phone,1,4.0,Compact,11255.23,red,31671.38,4229.250895,1000,1328.18,10,5,0
41202432,45,F,0,40,60916.8,1,1,Own,20135,2024-04-08,Monday,Local,0,0,18,Phone,1,4.0,Compact,13731.12,other,16533.09,4269.239896,1000,1425.79,10,6,0
41243904,34,M,1,85,56401.6,1,1,Rent,50054,2023-11-24,Friday,Highway,1,0,17,Phone,1,3.0,Medium,25676.2,other,29054.29,9530.872671,2000,1615.14,11,8,0
41285376,39,F,0,90,58620.8,0,1,Own,15045,2024-11-22,Friday,Local,0,0,2,Phone,1,4.0,Compact,10327.87,gray,45740.2,2823.774777,500,1236.5,9,0,0
41389056,42,M,1,82,59793.6,0,1,Rent,50047,2023-08-22,Tuesday,Parking Lot,0,0,84,Phone,1,5.0,Large,21665.36,silver,16589.49,2084.120307,2000,1306.0,10,2,1
41720832,54,F,1,83,63780.8,1,0,Own,50009,2023-10-09,Monday,Highway,0,0,30,Phone,0,4.0,Large,8425.96,red,22170.28,3673.298198,500,1390.72,9,6,0
41762304,31,F,0,69,54956.8,0,1,Own,80023,2024-06-14,Friday,Local,0,0,66,Phone,1,6.0,Large,30611.79,black,26934.87,5738.637318,500,1694.09,8,3,1
42052608,36,F,1,66,57345.6,1,1,Own,20149,2024-08-19,Monday,Parking Lot,0,0,98,Phone,1,6.0,Large,10270.86,silver,21174.02,7472.55261,500,1726.91,9,3,1
42156288,75,F,0,65,70307.2,1,1,Rent,85045,2024-07-20,Saturday,Highway,0,0,52,Phone,1,3.0,Compact,41916.86,blue,17671.34,2048.832111,2000,1550.53,8,5,0
42239232,48,M,0,76,61931.2,1,1,Rent,85067,2023-06-22,Thursday,Local,0,0,99,Phone,1,7.0,Medium,25479.44,gray,32844.56,6623.954676,500,1363.59,9,2,0
42280704,63,F,1,83,66302.4,0,0,Own,80021,2024-11-18,Monday,Local,1,1,6,Phone,1,7.0,Compact,11795.92,blue,9485.95,3979.249847,500,1209.63,10,3,1
42612480,23,F,1,85,50153.6,1,0,Rent,15022,2024-10-13,Sunday,Local,0,0,70,Phone,0,5.0,Large,8303.81,silver,43969.66,3815.317128,2000,1537.13,8,4,0
42840576,51,M,1,72,62897.6,1,0,Own,15046,2024-10-17,Thursday,Local,1,0,14,Phone,0,2.0,Compact,20344.01,white,18267.29,4491.396642,500,1055.6,9,6,1
42882048,57,M,1,38,153869.71199999988,0,1,Rent,20136,2024-11-13,Wednesday,Local,0,0,36,Phone,0,3.0,Large,31651.95,gray,7360.83,4907.600579,2000,1155.97,10,4,0
43296768,56,F,1,74,153869.71199999988,1,1,Own,85034,2024-05-22,Wednesday,Parking Lot,1,*,99,Phone,1,7.0,Large,20996.98,white,19913.84,5233.31299,500,1518.54,10,5,0
43566336,30,M,1,54,54433.6,1,1,Own,80045,2023-07-14,Friday,Local,1,1,54,Phone,1,1.0,Large,22811.8,gray,9500.82,4009.445946,1000,1236.32,9,6,0
43649280,36,M,1,93,57310.4,0,1,Own,80045,2024-07-04,Thursday,Local,0,0,21,Phone,1,8.0,Compact,15030.32,red,50265.76,3892.416643,500,1265.84,10,7,0
43711488,28,F,1,90,53296.0,1,0,Rent,15024,2024-01-05,Friday,Local,0,0,49,Phone,0,7.0,Large,23298.18,other,18644.69,3652.485358,2000,1106.84,9,7,0
43835904,49,M,0,87,62267.2,0,0,Own,20115,2024-05-10,Friday,Local,1,1,17,Phone,1,3.0,Compact,33578.5,other,13958.28,8036.542087,1000,974.84,8,6,0
44022528,47,M,1,84,153869.71199999988,0,1,Rent,80020,2023-05-19,Friday,Highway,0,0,79,Phone,1,2.0,Large,25755.24,red,37226.85,3313.687085,500,1257.04,8,4,0
44064000,47,M,1,94,153869.71199999988,1,1,Rent,80016,2024-03-30,Saturday,Highway,2,0,50,Phone,0,6.0,Compact,13585.66,black,16606.66,5906.888325,2000,722.66,9,4,0
44188416,43,M,1,78,60185.6,1,0,Rent,15001,2024-06-17,Monday,Local,0,0,86,Phone,0,6.0,Medium,38671.69,black,22363.31,3051.01587,1000,1243.68,9,2,1
44209152,34,M,0,56,56416.0,0,0,Rent,15001,2024-06-04,Tuesday,Highway,0,0,20,Phone,1,6.0,Medium,15738.94,blue,17257.99,3488.856961,1000,1189.04,9,2,0
44312832,38,F,0,60,58182.4,1,0,Own,15051,2023-10-09,Monday,Highway,0,0,67,Phone,0,3.0,Medium,30322.49,red,14302.22,4524.076952,2000,1375.29,9,6,1
44437248,36,F,0,68,57345.6,1,0,Rent,50001,2023-06-29,Thursday,Highway,0,0,65,Phone,0,5.0,Compact,17150.61,black,18013.66,3103.455394,1000,1387.51,7,2,0
44540928,39,F,1,90,58638.4,1,0,Own,15012,2024-06-01,Saturday,Highway,0,1,87,Phone,0,7.0,Compact,29647.69,gray,18130.5,7078.768459,2000,1166.62,11,3,0
44665344,75,M,0,80,71292.8,1,0,Own,20160,2023-11-24,Friday,Local,0,0,92,Phone,1,6.0,Large,18531.3,silver,18546.52,4518.989431,1000,1212.07,8,7,0
44914176,37,F,0,79,153869.71199999988,1,0,Rent,20134,2024-01-11,Thursday,Local,2,0,48,Phone,1,5.0,Medium,12757.11,other,45276.59,6519.90315,2000,1482.57,9,5,0
44934912,36,F,0,89,153869.71199999988,1,1,Own,20120,2023-05-09,Tuesday,Local,1,1,46,Phone,0,3.0,Large,24637.85,silver,18365.88,2497.30984,1000,954.18,9,5,0
45059328,40,M,1,85,59011.2,1,0,Own,20102,2023-06-23,Friday,Parking Lot,0,0,99,Phone,0,2.0,Compact,11710.28,black,14021.78,6004.970456,1000,1022.46,11,4,0
45598464,42,M,0,69,59806.4,0,0,Own,85015,2024-11-12,Tuesday,Highway,0,1,0,Phone,1,6.0,Medium,26358.66,gray,53606.25,14654.99316,500,1074.07,8,5,0
45785088,53,M,0,63,63524.8,1,0,Own,20106,2023-03-13,Monday,Parking Lot,0,0,18,Phone,1,7.0,Compact,24242.67,other,32568.0,6702.275696,2000,1277.12,7,7,0
45868032,40,M,0,47,59032.0,0,1,Own,20128,2024-10-13,Sunday,Local,0,0,77,Phone,0,5.0,Medium,22609.3,white,19027.38,4021.275656,1000,1406.52,8,4,1
45909504,54,F,1,60,63806.4,1,1,Rent,85015,2023-02-12,Sunday,Local,0,1,51,Phone,0,4.0,Large,8205.07,blue,8386.56,3634.258144,500,1558.29,8,6,0
46116864,40,M,0,94,59008.0,0,1,Own,20137,2024-05-28,Tuesday,Parking Lot,0,0,0,Phone,0,4.0,Compact,14217.24,black,8845.35,5382.67322,2000,1305.26,10,3,1
46220544,45,F,1,68,60905.6,1,1,Rent,85042,2023-08-04,Friday,Local,0,0,32,Phone,1,4.0,Large,27904.28,blue,38410.29,4493.956755,1000,1051.67,8,8,1
46324224,55,F,1,93,153869.71199999988,0,0,Own,85066,2023-10-31,Tuesday,Local,0,0,67,Phone,1,6.0,Compact,5067.2,other,15167.48,6425.394759,1000,1387.35,11,3,0
46490112,53,F,1,90,153869.71199999988,0,0,Rent,50026,2023-11-10,Friday,Local,0,1,1,Phone,0,6.0,Medium,20970.24,black,16478.3,7671.964724,1000,1726.91,10,8,0
46614528,47,F,1,74,153869.71199999988,1,1,Own,85017,2024-03-04,Monday,Parking Lot,1,0,35,Phone,1,4.0,Compact,22795.65,silver,9868.7,3836.283188,2000,1253.44,10,3,0
46656000,40,M,1,73,59057.6,1,1,Own,15033,2023-09-06,Wednesday,Local,0,1,5,Phone,0,6.0,Compact,8203.87,gray,11456.23,4175.635786,1000,1188.45,9,6,0
46697472,32,F,0,85,55432.0,1,1,Own,20148,2023-08-23,Wednesday,Local,0,0,69,Phone,1,6.0,Medium,17564.65,black,5027.3,6801.226032,500,1294.41,10,8,0
46738944,35,M,1,78,56875.2,1,0,Own,20152,2024-11-09,Saturday,Local,0,0,2,Phone,1,4.0,Large,12543.07,white,20054.63,2870.32586,500,1459.5,10,5,0
46759680,39,F,1,72,38622.4,0,1,Rent,50051,2024-01-04,Thursday,Parking Lot,0,0,60,Phone,0,8.0,Large,24109.45,gray,20033.43,2765.916372,500,1367.99,9,4,1
46780416,38,F,1,62,88190.4,1,1,Own,50020,2024-10-20,Sunday,Parking Lot,0,0,50,Phone,0,1.0,Compact,29884.35,gray,19460.84,5389.893262,500,1594.37,9,7,0
47008512,52,F,1,95,63216.0,1,0,Rent,20139,2024-07-22,Monday,Parking Lot,0,0,1,Phone,1,2.0,Compact,12639.15,gray,8854.27,3937.596732,2000,1391.63,9,4,0
47381760,30,F,0,26,54422.4,0,0,Rent,20155,2023-04-26,Wednesday,Parking Lot,0,0,8,Phone,0,3.0,Medium,19915.71,other,26708.67,5365.762012,500,1588.26,8,6,0
47526912,33,F,1,67,55956.8,1,1,Own,85050,2024-08-20,Tuesday,Local,3,0,98,Phone,1,3.0,Medium,10974.61,blue,25301.11,9456.201051,1000,1140.91,9,4,1
47568384,39,F,1,70,90862.4,1,1,Own,15018,2024-01-14,Sunday,Local,5,0,13,Phone,1,4.0,Compact,31699.96,red,12906.09,3161.829505,2000,912.29,8,5,0
47672064,46,M,1,62,61248.0,1,1,Own,80016,2023-11-22,Wednesday,Parking Lot,1,0,7,Phone,1,8.0,Large,35926.84,blue,46438.81,4797.702495,2000,1082.1,10,1,0
47713536,37,M,1,82,57766.4,0,1,Rent,85002,2023-09-04,Monday,Local,1,0,24,Phone,1,3.0,Large,21812.98,white,39031.97,3278.681332,2000,1175.07,9,0,0
47920896,39,M,0,93,58590.4,1,0,Own,80016,2024-09-22,Sunday,Highway,0,1,94,Phone,1,11.0,Medium,31000.7,black,19356.66,7164.977367,500,1272.46,7,6,0
48045312,38,M,0,82,58201.6,1,1,Own,15012,2023-01-24,Tuesday,Parking Lot,1,0,39,Phone,1,5.0,Compact,10925.07,other,41020.22,2533.453587,1000,1648.0,9,4,0
48086784,47,F,1,95,61624.0,0,1,Own,80002,2024-04-01,Monday,Local,0,0,2,Phone,0,5.0,Compact,11291.38,gray,8718.98,4339.102007,500,1381.14,9,5,0
48169728,75,M,0,85,88190.4,1,1,Own,15012,2024-07-23,Tuesday,Local,0,0,98,Phone,1,4.0,Compact,56858.08,white,13856.4,3301.44308,500,1198.44,10,5,0
48833280,29,M,1,26,53891.2,0,1,Own,20152,2024-08-18,Sunday,Highway,0,0,50,Phone,1,5.0,Medium,10719.31,other,7439.47,3865.79334,500,1516.34,8,5,1
